Player,Age,Pos,Date,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Kyle Korver,36-283,G-F,2017-12-25 *,CLE,@,GSW,L,0,21,1,3,.333,0,1,.000,1,2,.500,0,0,,0,3,3,0,0,0,1,2,3,0.4
Kyle Korver,36-266,G-F,2017-12-08 *,CLE,@,IND,L,0,22,1,5,.200,1,2,.500,0,3,.000,1,1,1.000,0,3,3,1,0,0,0,2,3,0.7
Kyle Korver,36-295,G-F,2018-01-06 *,CLE,@,ORL,W,0,20,1,4,.250,0,1,.000,1,3,.333,0,0,,0,2,2,0,0,0,3,3,3,-3.0
Kyle Korver,36-331,G-F,2018-02-11 *,CLE,@,BOS,W,0,16,1,2,.500,0,0,,1,2,.500,0,0,,0,2,2,2,0,1,0,2,3,3.9
Kyle Korver,36-307,G-F,2018-01-18 *,CLE,,ORL,W,0,17,1,2,.500,0,0,,1,2,.500,0,0,,0,1,1,4,0,0,2,1,3,2.7
Kyle Korver,36-237,G-F,2017-11-09 *,CLE,@,HOU,L,0,18,1,3,.333,0,1,.000,1,2,.500,0,0,,0,2,2,0,0,0,0,0,3,1.9
Kyle Korver,36-312,G-F,2018-01-23 *,CLE,@,SAS,L,0,14,1,4,.250,0,0,,1,4,.250,0,0,,0,1,1,4,0,0,0,0,3,3.7
Kosta Koufos,28-238,C,2017-10-20 *,SAC,@,DAL,W,0,21,1,4,.250,1,4,.250,0,0,,1,2,.500,3,2,5,0,1,1,2,3,3,1.4
Kosta Koufos,28-287,C,2017-12-08 *,SAC,@,NOP,W,0,18,1,5,.200,1,5,.200,0,0,,1,4,.250,2,5,7,1,1,0,0,1,3,2.9
Kyle Kuzma,22-136,F,2017-12-07 *,LAL,@,PHI,W,0,19,1,7,.143,0,4,.000,1,3,.333,0,0,,0,2,2,1,0,0,1,1,3,-1.6
Skal Labissiere,21-244,F,2017-11-17 *,SAC,,POR,W,1,17,1,7,.143,1,7,.143,0,0,,1,2,.500,3,2,5,1,0,1,1,3,3,0.0
Shane Larkin,25-084,G,2017-12-25 *,BOS,,WAS,L,0,6,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,1.3
Shane Larkin,25-069,G,2017-12-10 *,BOS,@,DET,W,0,13,1,2,.500,1,2,.500,0,0,,1,2,.500,1,2,3,1,1,0,1,1,3,3.2
Joffrey Lauvergne,26-107,C-F,2018-01-15 *,SAS,@,ATL,L,0,6,1,2,.500,1,2,.500,0,0,,1,2,.500,1,0,1,3,0,0,0,0,3,4.4
Joffrey Lauvergne,26-097,C-F,2018-01-05 *,SAS,,PHO,W,0,15,1,4,.250,1,4,.250,0,0,,1,2,.500,2,4,6,1,0,0,2,0,3,1.5
Jake Layman,23-251,F,2017-11-13 *,POR,,DEN,W,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,2.3
Jake Layman,23-225,F,2017-10-18 *,POR,@,PHO,W,0,12,1,4,.250,0,2,.000,1,2,.500,0,0,,0,0,0,1,2,0,0,2,3,2.5
Jake Layman,23-304,F,2018-01-05 *,POR,,ATL,W,0,7,1,4,.250,0,1,.000,1,3,.333,0,0,,0,0,0,0,0,1,0,0,3,1.3
T.J. Leaf,20-260,F,2018-01-15 *,IND,@,UTA,W,0,12,1,4,.250,0,2,.000,1,2,.500,0,0,,0,3,3,0,0,0,0,0,3,1.5
T.J. Leaf,20-227,F,2017-12-13 *,IND,,OKC,L,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,3.0
T.J. Leaf,20-264,F,2018-01-19 *,IND,@,LAL,L,0,9,1,2,.500,1,1,1.000,0,1,.000,1,1,1.000,0,0,0,0,0,1,0,2,3,1.9
T.J. Leaf,20-276,F,2018-01-31 *,IND,,MEM,W,0,5,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,2.0
T.J. Leaf,20-199,F,2017-11-15 *,IND,@,MEM,W,0,6,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7
Courtney Lee,32-171,G,2018-03-23 *,NYK,,MIN,L,1,14,1,5,.200,0,3,.000,1,2,.500,0,0,,0,1,1,0,0,0,0,1,3,-0.2
Courtney Lee,32-045,G,2017-11-17 *,NYK,@,TOR,L,1,35,1,9,.111,0,4,.000,1,5,.200,0,0,,2,4,6,4,1,0,0,1,3,3.1
Alex Len,24-196,C,2017-12-29 *,PHO,@,SAC,W,0,18,1,2,.500,1,2,.500,0,0,,1,2,.500,2,4,6,1,0,2,0,1,3,5.9
Alex Len,24-267,C,2018-03-10 *,PHO,@,CHO,L,0,7,0,2,.000,0,2,.000,0,0,,3,4,.750,1,0,1,0,0,0,1,3,3,-0.3
Alex Len,24-272,C,2018-03-15 *,PHO,@,UTA,L,1,23,1,3,.333,1,3,.333,0,0,,1,2,.500,2,7,9,0,1,2,3,2,3,3.0
Alex Len,24-198,C,2017-12-31 *,PHO,,PHI,L,0,17,0,1,.000,0,1,.000,0,0,,3,4,.750,1,2,3,0,0,1,0,3,3,2.7
Alex Len,24-217,C,2018-01-19 *,PHO,@,DEN,W,0,21,1,2,.500,1,2,.500,0,0,,1,2,.500,0,6,6,3,1,1,1,2,3,5.4
Meyers Leonard,25-346,C-F,2018-02-08 *,POR,,CHO,W,0,2,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,2.3
DeAndre Liggins,29-232,G,2017-11-18 *,MIL,@,DAL,L,0,19,1,5,.200,1,2,.500,0,3,.000,1,2,.500,0,1,1,2,2,0,0,2,3,2.4
DeAndre Liggins,29-244,G,2017-11-30 *,MIL,@,POR,W,0,21,1,5,.200,0,1,.000,1,4,.250,0,0,,0,1,1,1,1,0,1,2,3,0.1
DeAndre Liggins,29-332,G,2018-02-26 *,NOP,,PHO,W,0,7,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,3.7
DeAndre Liggins,29-224,G,2017-11-10 *,MIL,@,SAS,W,0,3,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,2.0
DeAndre Liggins,29-320,G,2018-02-14 *,NOP,,LAL,W,0,14,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,4,0,0,0,2,3,4.0
DeAndre Liggins,29-215,G,2017-11-01 *,MIL,@,CHO,L,0,7,1,3,.333,0,1,.000,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,0.6
DeAndre Liggins,29-351,G,2018-03-17 *,NOP,,HOU,L,1,20,1,4,.250,0,1,.000,1,3,.333,0,0,,0,3,3,0,1,1,1,1,3,1.8
Kevon Looney,21-289,F-C,2017-11-22 *,GSW,@,OKC,L,0,12,1,2,.500,1,2,.500,0,0,,1,2,.500,1,1,2,0,3,0,1,2,3,3.8
Kevon Looney,21-292,F-C,2017-11-25 *,GSW,,NOP,W,0,9,1,1,1.000,1,1,1.000,0,0,,1,2,.500,1,4,5,1,1,1,1,2,3,4.8
Robin Lopez,29-223,C,2017-11-10 *,CHI,,IND,L,1,28,1,7,.143,1,7,.143,0,0,,1,1,1.000,2,3,5,3,0,2,2,2,3,1.5
Kevin Love,29-123,F,2018-01-08 *,CLE,@,MIN,L,1,21,1,7,.143,0,3,.000,1,4,.250,0,0,,1,1,2,0,0,0,0,0,3,-0.5
Timothe Luwawu-Cabarrot,22-167,F,2017-10-23 *,PHI,@,DET,W,0,8,0,2,.000,0,0,,0,2,.000,3,4,.750,1,0,1,1,1,0,0,1,3,3.2
Timothe Luwawu-Cabarrot,22-224,F,2017-12-19 *,PHI,,SAC,L,0,16,1,5,.200,0,2,.000,1,3,.333,0,0,,0,3,3,0,0,0,1,2,3,-1.0
Timothe Luwawu-Cabarrot,22-239,F,2018-01-03 *,PHI,,SAS,W,0,5,1,2,.500,1,1,1.000,0,1,.000,1,1,1.000,0,1,1,0,0,0,0,0,3,2.3
Timothe Luwawu-Cabarrot,22-204,F,2017-11-29 *,PHI,,WAS,W,0,16,1,4,.250,0,1,.000,1,3,.333,0,0,,0,3,3,1,0,0,1,3,3,0.0
Timothe Luwawu-Cabarrot,22-207,F,2017-12-02 *,PHI,,DET,W,0,14,1,3,.333,1,2,.500,0,1,.000,1,2,.500,0,2,2,1,1,0,1,2,3,1.4
Timothe Luwawu-Cabarrot,22-299,F,2018-03-04 *,PHI,@,MIL,L,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,2.3
Timothe Luwawu-Cabarrot,22-217,F,2017-12-12 *,PHI,@,MIN,W,0,4,1,2,.500,0,1,.000,1,1,1.000,0,0,,1,0,1,1,0,0,1,2,3,1.6
Trey Lyles,22-088,F,2018-02-01 *,DEN,,OKC,W,0,15,1,7,.143,1,3,.333,0,4,.000,1,2,.500,0,4,4,2,0,3,2,2,3,0.0
Trey Lyles,22-072,F,2018-01-16 *,DEN,,DAL,W,0,15,1,4,.250,0,1,.000,1,3,.333,0,0,,0,6,6,3,0,0,0,0,3,4.5
Trey Lyles,22-033,F,2017-12-08 *,DEN,@,ORL,W,0,22,0,8,.000,0,4,.000,0,4,.000,3,4,.750,0,5,5,2,0,0,1,1,3,-1.5
Trey Lyles,22-069,F,2018-01-13 *,DEN,@,SAS,L,0,20,1,9,.111,1,7,.143,0,2,.000,1,2,.500,1,4,5,1,0,0,1,2,3,-2.5
Trey Lyles,21-361,F,2017-11-01 *,DEN,,TOR,W,0,6,1,3,.333,0,2,.000,1,1,1.000,0,0,,0,1,1,1,0,0,2,1,3,-0.1
Shelvin Mack,27-334,G,2018-03-22 *,ORL,,PHI,L,0,15,1,7,.143,1,5,.200,0,2,.000,1,2,.500,1,1,2,6,4,0,0,1,3,6.9
Shelvin Mack,27-181,G,2017-10-20 *,ORL,@,BRK,L,0,10,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,3,1,0,2,1,3,2.0
Josh Magette,27-324,G,2017-10-18 *,ATL,@,DAL,W,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,1,0,0,0,2,3,2.9
Josh Magette,28-120,G,2018-03-28 *,ATL,@,MIN,L,0,26,1,4,.250,0,2,.000,1,2,.500,0,0,,0,1,1,5,2,0,1,3,3,4.2
Ian Mahinmi,31-017,C,2017-11-22 *,WAS,@,CHO,L,0,16,1,2,.500,1,2,.500,0,0,,1,2,.500,2,3,5,1,1,0,0,5,3,3.6
Ian Mahinmi,31-054,C,2017-12-29 *,WAS,,HOU,W,0,21,1,1,1.000,1,1,1.000,0,0,,1,2,.500,2,3,5,0,1,2,1,3,3,4.8
Ian Mahinmi,31-090,C,2018-02-03 *,WAS,@,ORL,W,0,19,1,1,1.000,1,1,1.000,0,0,,1,2,.500,2,2,4,0,0,2,1,2,3,3.9
Ian Mahinmi,31-040,C,2017-12-15 *,WAS,,LAC,W,0,17,1,2,.500,1,2,.500,0,0,,1,2,.500,1,5,6,1,0,1,2,2,3,2.4
Thon Maker,20-243,F-C,2017-10-26 *,MIL,,BOS,L,1,14,1,4,.250,0,1,.000,1,3,.333,0,0,,1,2,3,2,1,0,0,0,3,4.3
Thon Maker,20-307,F-C,2017-12-29 *,MIL,@,OKC,W,0,15,1,4,.250,0,2,.000,1,2,.500,0,2,.000,2,3,5,1,0,1,0,2,3,2.7
Thon Maker,20-294,F-C,2017-12-16 *,MIL,@,HOU,L,0,17,0,1,.000,0,1,.000,0,0,,3,3,1.000,0,2,2,0,1,1,0,2,3,3.8
Thon Maker,20-331,F-C,2018-01-22 *,MIL,,PHO,W,0,10,1,3,.333,1,3,.333,0,0,,1,2,.500,1,0,1,0,0,1,1,3,3,0.1
Thon Maker,20-246,F-C,2017-10-29 *,MIL,@,ATL,W,1,20,1,1,1.000,0,0,,1,1,1.000,0,0,,2,3,5,2,2,0,0,4,3,6.8
Thon Maker,20-238,F-C,2017-10-21 *,MIL,,POR,W,1,18,0,3,.000,0,1,.000,0,2,.000,3,4,.750,0,3,3,2,1,1,2,5,3,0.5
Thon Maker,20-337,F-C,2018-01-28 *,MIL,@,CHI,W,0,19,1,4,.250,1,3,.333,0,1,.000,1,2,.500,1,4,5,0,2,1,0,3,3,3.6
Lauri Markkanen,20-276,F-C,2018-02-22 *,CHI,,PHI,L,1,33,1,8,.125,1,3,.333,0,5,.000,1,2,.500,4,4,8,0,0,1,1,1,3,0.7
Lauri Markkanen,20-218,F-C,2017-12-26 *,CHI,@,MIL,W,1,20,1,7,.143,0,4,.000,1,3,.333,0,2,.000,2,5,7,1,0,0,0,0,3,1.3
Lauri Markkanen,20-184,F-C,2017-11-22 *,CHI,@,UTA,L,1,24,1,9,.111,1,5,.200,0,4,.000,1,2,.500,2,5,7,0,0,0,1,2,3,-2.2
Lauri Markkanen,20-278,F-C,2018-02-24 *,CHI,@,MIN,L,1,32,1,8,.125,1,6,.167,0,2,.000,1,2,.500,0,7,7,0,1,2,2,1,3,-0.5
Jarell Martin,23-186,F,2017-11-26 *,MEM,,BRK,L,0,11,1,3,.333,0,1,.000,1,2,.500,0,0,,0,2,2,0,0,1,1,3,3,0.4
Frank Mason,23-264,G,2017-12-23 *,SAC,,SAS,L,0,16,0,6,.000,0,6,.000,0,0,,3,4,.750,1,2,3,1,1,0,0,0,3,1.4
Luc Mbah a Moute,31-057,F,2017-11-05 *,HOU,,UTA,W,0,14,1,4,.250,0,1,.000,1,3,.333,0,0,,1,2,3,0,2,0,2,3,3,0.7
Luc Mbah a Moute,31-181,F,2018-03-09 *,HOU,@,TOR,L,0,24,1,2,.500,0,0,,1,2,.500,0,0,,0,3,3,2,0,1,1,0,3,4.0
Luc Mbah a Moute,31-137,F,2018-01-24 *,HOU,@,DAL,W,0,22,1,7,.143,0,1,.000,1,6,.167,0,0,,1,0,1,0,1,0,1,1,3,-1.2
Luc Mbah a Moute,31-085,F,2017-12-03 *,HOU,@,LAL,W,0,27,1,4,.250,0,3,.000,1,1,1.000,0,0,,0,2,2,1,0,0,1,1,3,0.5
James Michael McAdoo,25-001,F,2018-01-05 *,PHI,,DET,W,0,7,1,2,.500,0,0,,1,2,.500,0,0,,0,2,2,0,0,0,0,1,3,2.2
Patrick McCaw,22-040,G,2017-12-04 *,GSW,@,NOP,W,0,4,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,1,1,0,0,1,3,3.3
Patrick McCaw,22-145,G,2018-03-19 *,GSW,@,SAS,L,0,24,1,7,.143,1,5,.200,0,2,.000,1,2,.500,0,1,1,1,2,1,2,2,3,-1.0
Patrick McCaw,22-056,G,2017-12-20 *,GSW,,MEM,W,0,29,1,6,.167,1,3,.333,0,3,.000,1,2,.500,3,5,8,3,2,2,2,3,3,4.7
T.J. McConnell,25-364,G,2018-03-24 *,PHI,,MIN,W,0,18,1,2,.500,1,2,.500,0,0,,1,3,.333,0,5,5,2,0,1,3,4,3,0.2
T.J. McConnell,25-223,G,2017-11-03 *,PHI,,IND,W,0,26,1,3,.333,1,3,.333,0,0,,1,2,.500,1,4,5,4,2,0,1,1,3,6.2
T.J. McConnell,26-001,G,2018-03-26 *,PHI,,DEN,W,0,13,1,2,.500,1,2,.500,0,0,,1,2,.500,0,1,1,2,2,0,2,2,3,2.5
Chris McCullough,22-302,F,2017-12-04 *,WAS,@,UTA,L,0,9,1,7,.143,1,5,.200,0,2,.000,1,2,.500,1,4,5,0,0,0,0,1,3,-0.4
Chris McCullough,22-281,F,2017-11-13 *,WAS,,SAC,W,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7
Doug McDermott,26-056,F,2018-02-28 *,DAL,,OKC,L,0,17,1,3,.333,0,0,,1,3,.333,0,0,,0,2,2,1,0,0,0,2,3,1.8
Doug McDermott,25-326,F,2017-11-25 *,NYK,@,HOU,L,0,14,1,3,.333,1,3,.333,0,0,,1,1,1.000,1,1,2,0,0,0,1,2,3,0.5
Doug McDermott,26-020,F,2018-01-23 *,NYK,@,GSW,L,0,11,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,0,0,1,2,3,1.2
Doug McDermott,25-299,F,2017-10-29 *,NYK,@,CLE,W,0,14,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,2,0,0,1,1,3,3.0
Doug McDermott,25-358,F,2017-12-27 *,NYK,@,CHI,L,1,37,1,6,.167,1,3,.333,0,3,.000,1,2,.500,1,5,6,1,0,0,2,1,3,-0.7
Doug McDermott,26-018,F,2018-01-21 *,NYK,@,LAL,L,0,13,1,3,.333,0,0,,1,3,.333,0,0,,0,1,1,2,0,0,0,1,3,2.6
Rodney McGruder,26-213,G,2018-02-27 *,MIA,,PHI,W,0,9,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,2.0
Rodney McGruder,26-217,G,2018-03-03 *,MIA,,DET,W,0,23,1,5,.200,0,1,.000,1,4,.250,0,0,,0,1,1,2,0,0,0,0,3,1.6
Rodney McGruder,26-228,G,2018-03-14 *,MIA,@,SAC,L,0,19,1,1,1.000,0,0,,1,1,1.000,0,0,,0,3,3,0,0,0,1,0,3,2.6
Rodney McGruder,26-220,G,2018-03-06 *,MIA,@,WAS,L,0,19,1,2,.500,1,2,.500,0,0,,1,2,.500,1,0,1,1,0,0,1,4,3,0.4
Alfonzo McKinnie,25-150,F,2018-02-14 *,TOR,@,CHI,W,0,5,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3,2.3
Alfonzo McKinnie,25-138,F,2018-02-02 *,TOR,,POR,W,0,4,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,1.3
Jodie Meeks,30-145,G,2018-01-13 *,WAS,,BRK,W,0,5,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,3.0
Jodie Meeks,30-120,G,2017-12-19 *,WAS,,NOP,W,0,17,1,4,.250,0,1,.000,1,3,.333,0,0,,0,0,0,2,0,0,0,1,3,1.6
Jodie Meeks,30-076,G,2017-11-05 *,WAS,@,TOR,W,0,8,1,4,.250,0,1,.000,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,0.6
Jodie Meeks,30-118,G,2017-12-17 *,WAS,,CLE,L,0,15,1,4,.250,0,2,.000,1,2,.500,0,0,,0,3,3,1,0,0,0,0,3,2.2
Salah Mejri,31-152,C,2017-11-14 *,DAL,,SAS,L,0,14,1,1,1.000,1,1,1.000,0,0,,1,2,.500,1,2,3,1,1,2,0,4,3,5.1
Salah Mejri,31-226,C,2018-01-27 *,DAL,@,DEN,L,0,20,1,2,.500,1,2,.500,0,0,,1,2,.500,1,5,6,0,1,2,1,1,3,4.8
Salah Mejri,31-256,C,2018-02-26 *,DAL,,IND,W,0,13,1,2,.500,1,2,.500,0,0,,1,2,.500,1,6,7,0,0,1,1,1,3,3.4
Salah Mejri,31-158,C,2017-11-20 *,DAL,,BOS,L,0,7,1,2,.500,1,2,.500,0,0,,1,2,.500,1,2,3,0,0,0,1,2,3,1.1
C.J. Miles,30-277,G-F,2018-01-20 *,TOR,@,MIN,L,0,15,1,7,.143,0,1,.000,1,6,.167,0,0,,0,0,0,0,0,3,1,2,3,-1.2
C.J. Miles,30-336,G-F,2018-03-20 *,TOR,@,ORL,W,0,21,1,9,.111,0,2,.000,1,7,.143,0,0,,0,4,4,2,1,0,0,0,3,0.7
C.J. Miles,30-292,G-F,2018-02-04 *,TOR,,MEM,W,0,14,1,3,.333,0,1,.000,1,2,.500,0,0,,0,2,2,1,0,0,1,2,3,0.8
C.J. Miles,30-252,G-F,2017-12-26 *,TOR,@,DAL,L,0,10,1,3,.333,0,0,,1,3,.333,0,0,,0,1,1,0,0,0,0,1,3,1.2
Darius Miller,27-293,F,2018-01-08 *,NOP,,DET,W,0,16,1,3,.333,1,1,1.000,0,2,.000,1,1,1.000,0,1,1,3,0,0,1,4,3,1.1
Darius Miller,27-326,F,2018-02-10 *,NOP,@,BRK,W,0,24,1,4,.250,0,1,.000,1,3,.333,0,0,,1,1,2,1,0,0,1,3,3,0.1
Darius Miller,27-359,F,2018-03-15 *,NOP,@,SAS,L,0,29,1,4,.250,0,3,.000,1,1,1.000,0,0,,0,4,4,2,0,0,0,2,3,2.4
Darius Miller,27-313,F,2018-01-28 *,NOP,,LAC,L,0,27,1,6,.167,0,0,,1,6,.167,0,0,,0,2,2,3,0,1,1,5,3,-0.4
Darius Miller,27-362,F,2018-03-18 *,NOP,,BOS,W,0,9,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,1,0,0,1,1,3,2.3
Darius Miller,27-301,F,2018-01-16 *,NOP,@,BOS,W,0,18,1,5,.200,0,0,,1,5,.200,0,0,,0,2,2,0,0,0,2,3,3,-2.7
Darius Miller,28-000,F,2018-03-21 *,NOP,,IND,W,0,21,1,3,.333,0,0,,1,3,.333,0,0,,0,4,4,1,0,0,1,0,3,2.2
Darius Miller,27-351,F,2018-03-07 *,NOP,@,SAC,W,0,29,1,4,.250,0,0,,1,4,.250,0,0,,0,1,1,3,0,1,1,2,3,1.9
Darius Miller,27-235,F,2017-11-11 *,NOP,,LAC,W,0,9,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,1,1,0,0,1,0,3,3,1.8
Darius Miller,27-339,F,2018-02-23 *,NOP,,MIA,W,0,25,0,5,.000,0,0,,0,5,.000,3,3,1.000,0,2,2,1,0,0,2,3,3,-2.4
Malcolm Miller,24-361,F,2018-03-02 *,TOR,@,WAS,W,0,7,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7
Malcolm Miller,25-010,F,2018-03-16 *,TOR,,DAL,W,0,7,1,3,.333,0,0,,1,3,.333,0,0,,1,0,1,1,0,0,2,2,3,-0.1
Patty Mills,29-075,G,2017-10-25 *,SAS,@,MIA,W,0,26,1,4,.250,0,2,.000,1,2,.500,0,0,,0,1,1,4,0,0,3,1,3,0.3
Patty Mills,29-155,G,2018-01-13 *,SAS,,DEN,W,0,19,1,3,.333,0,2,.000,1,1,1.000,0,0,,0,3,3,2,0,0,3,3,3,-0.6
Patty Mills,29-068,G,2017-10-18 *,SAS,,MIN,W,0,22,1,4,.250,0,2,.000,1,2,.500,0,0,,0,2,2,2,2,1,1,3,3,3.1
Patty Mills,29-213,G,2018-03-12 *,SAS,@,HOU,L,1,9,1,3,.333,0,1,.000,1,2,.500,0,0,,0,1,1,2,0,0,0,0,3,3.0
Naz Mitrou-Long,24-145,G,2017-12-26 *,UTA,@,DEN,L,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7
Malik Monk,19-307,G,2017-12-08 *,CHO,,CHI,L,0,11,1,5,.200,0,2,.000,1,3,.333,0,0,,0,2,2,0,1,0,0,0,3,1.5
Malik Monk,19-361,G,2018-01-31 *,CHO,@,ATL,W,0,3,1,3,.333,0,2,.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,1.3
Malik Monk,20-024,G,2018-02-28 *,CHO,@,BOS,L,0,19,1,7,.143,0,4,.000,1,3,.333,0,0,,0,0,0,2,1,0,0,3,3,-0.3
Malik Monk,19-347,G,2018-01-17 *,CHO,,WAS,W,0,4,1,5,.200,0,2,.000,1,3,.333,0,0,,0,1,1,1,1,0,0,0,3,1.9
Malik Monk,20-005,G,2018-02-09 *,CHO,@,UTA,L,0,3,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,1.3
Malik Monk,19-314,G,2017-12-15 *,CHO,,MIA,L,0,10,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,0,0,0,0,2,3,0.5
Malik Monk,20-037,G,2018-03-13 *,CHO,@,NOP,L,0,12,1,4,.250,0,1,.000,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,0.6
Malik Monk,19-256,G,2017-10-18 *,CHO,@,DET,L,0,21,1,9,.111,0,3,.000,1,6,.167,0,0,,0,0,0,1,0,0,3,1,3,-5.6
Malik Monk,19-332,G,2018-01-02 *,CHO,@,SAC,W,0,5,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,1.3
Malik Monk,19-286,G,2017-11-17 *,CHO,@,CHI,L,0,10,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,0.6
E'Twaun Moore,29-030,G,2018-03-30 *,NOP,@,CLE,L,1,29,1,5,.200,0,3,.000,1,2,.500,0,0,,0,3,3,2,0,0,0,0,3,2.2
Eric Moreland,25-347,F-C,2017-12-06 *,DET,@,MIL,L,0,11,1,2,.500,1,2,.500,0,0,,1,2,.500,5,1,6,0,0,0,3,3,3,1.2
Eric Moreland,26-020,F-C,2018-01-13 *,DET,@,CHI,L,0,14,1,2,.500,1,2,.500,0,0,,1,1,1.000,1,4,5,5,0,0,2,4,3,3.8
Eric Moreland,26-071,F-C,2018-03-05 *,DET,@,CLE,L,0,13,1,5,.200,1,5,.200,0,0,,1,1,1.000,2,4,6,0,1,1,1,1,3,2.8
Eric Moreland,26-069,F-C,2018-03-03 *,DET,@,MIA,L,0,10,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,1,1,0,0,0,2,3,3,-0.6
Marcus Morris,28-123,F,2018-01-03 *,BOS,,CLE,W,1,25,1,6,.167,1,4,.250,0,2,.000,1,2,.500,1,3,4,2,1,1,2,2,3,0.7
Marcus Morris,28-093,F,2017-12-04 *,BOS,,MIL,W,0,24,1,6,.167,0,3,.000,1,3,.333,0,0,,0,6,6,2,1,0,1,1,3,2.0
Markieff Morris,28-078,F,2017-11-19 *,WAS,@,TOR,L,1,27,1,10,.100,0,8,.000,1,2,.500,0,0,,0,4,4,0,1,1,0,2,3,-1.5
Johnathan Motley,22-328,F,2018-03-28 *,DAL,@,LAL,L,0,8,1,3,.333,1,2,.500,0,1,.000,1,2,.500,0,4,4,0,0,0,0,2,3,1.3
Timofey Mozgov,31-178,C,2018-01-10 *,BRK,,DET,L,0,8,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,0,2,0,0,1,3,3.6
Timofey Mozgov,31-118,C,2017-11-11 *,BRK,@,UTA,L,1,11,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,1,1,0,1,1,3,0,3,1.3
Timofey Mozgov,31-151,C,2017-12-14 *,BRK,,NYK,L,0,8,0,1,.000,0,0,,0,1,.000,3,4,.750,0,4,4,0,0,0,1,3,3,0.9
Emmanuel Mudiay,21-280,G,2017-12-10 *,DEN,@,IND,L,0,15,1,4,.250,0,3,.000,1,1,1.000,0,0,,0,1,1,4,0,0,4,0,3,-0.3
Emmanuel Mudiay,21-260,G,2017-11-20 *,DEN,@,SAC,W,0,20,1,6,.167,1,4,.250,0,2,.000,1,2,.500,0,0,0,2,0,0,3,0,3,-2.8
Emmanuel Mudiay,22-001,G,2018-03-06 *,NYK,@,POR,L,1,26,1,9,.111,1,7,.143,0,2,.000,1,1,1.000,1,1,2,4,1,0,6,1,3,-4.5
Xavier Munford,25-245,G,2018-02-01 *,MIL,@,MIN,L,0,7,1,2,.500,1,2,.500,0,0,,1,2,.500,0,0,0,0,1,0,2,1,3,0.2
Dejounte Murray,21-110,G,2018-01-07 *,SAS,@,POR,L,1,21,1,6,.167,1,5,.200,0,1,.000,1,1,1.000,0,1,1,4,0,0,3,1,3,-1.1
Dejounte Murray,21-120,G,2018-01-17 *,SAS,@,BRK,W,0,23,1,5,.200,1,5,.200,0,0,,1,2,.500,4,5,9,3,2,0,2,4,3,4.3
